Item Number,Description,MSC#,Item Group,Item Sub Group,Supplier,Supplier Part Number,Brand,Unit Cost
1741,"0.5000 1-1/4"" LOC, 5 Flute, SC, Corn Rad EM TiAlN, 3-1/2"" OAL, 1/2"" Shank, Spiral Flute, Var° Helix",87592994,,,MSC,20555004,OSG INC. (EXO E/M'S),96.57
1742,"0.1250 140°  EgiAs Fin, SC Drill, 2 Flutes, 29mm Flute, 86mm OAL, Through Coolant, Series 6510",48803399,,,MSC,651012511,OSG EXO-DRILLS,73.5
1743,"0.2500 140° Point EgiAs Finish SC Drill, 2 Flutes, 52mm Flute, 109mm OAL, Thru Coolant, Series 6510",48803308,,,MSC,651025011,OSG EXO-DRILLS,87.18
1744,0.3150 OSG Extra Length Drill Bits | Drill Bit Size (mm): 8.00,48899587,,,MSC,8638800,OSG EXO-DRILLS,286.28
1745,"DFT030204 GD KCU40 TiN/TiAlN Coat, Trigon, 0.2362"" Inscr Circ, 0.0965"" Thick, 1/64"" Rad, 8° Rel Ang",58498619,,,MSC,5065665,Kennametal,14.73
1746,"0.6250 5/8-24 UNEF, H3, 4 Flute, Bright Finish, High Speed Steel, Straight Flute Standard Hand Tap",4846176,,,MSC,4846176,INTERSTATE THREADING (W)(APO),33.39
1747,"0.5630 Series ICM, 0.563"" Diam Grade Submicron Replaceable Drill Tip TiAlN Coated, 140° Incl Angle",37345642,,,MSC,5508433,ISCAR METALS INC,69.24
1748,0.5000 90DEG HPCM Chamfer Tool,07029 (Iwen),CHAMFERMILL,,Central,7029,Helical,0
1749,"2.0000 2"" Diam, 50 Grit, Ceramic, Tapered Bristle Disc",222752,Abrasives,QuickChangeDiscs,MSC,48011187303,3M ABRASIVES.,10.16
1750,191.164 Insert Screw (Torx for Indexable Milling),8610883,,,MSC,1130990,Kennametal,4.53
1751,71 Degree Form Drill (13-0019),13-0019-C (Primary),DRILL,,Central,13-0019-C,Primary,0
1752,"0.2500 0.03"" Radius, 1"" Length of Cut, 5 Flute, Solid Carbide, Corner Radius End Mill",42515957,,,MSC,6503140,ACCUPRO (BMH),30.56
1753,"0.2500 3/4"" LOC, 7 Fl, SC Sq EM, AlTiCrN Coat, 1/4"" Shank, 2-1/2"" OAL, Spiral Flute, Variable Helixl",42527424,,,MSC,6503259,ACCUPRO (BMH),20.65
1754,XCMT083508ER-DM XP9020 CARB DRILILNG INSERT,55604680,,,MSC,7823068,OSG,11.66
1755,XCMT094008ER-DM XP9020 CARB DRILL INSERT,55705131,,,MSC,7823069,OSG,14.09
1756,CNMG432MS KCU10,42227082,,,MSC,5090497,Kennametal,13.72
1757,DNMG432MS KCU10,70089222,,,MSC,5090689,Kennametal,24.1
1758,Indexable Drill Inserts | Insert Style: XCMT | Insert Size: 052404,38227716,,,MSC,7823065,OSG (INDEXABLE),10.19
1759,XCMT073106 DM XP9020 Grade Carbide Indexable Insert Drill,55705149,,,MSC,7823067,OSG (INDEXABLE),10.47
1760,0.2756 7.00mm Sold Carbide Drill ADO-3D,48831697,,,MSC,8690700,OSG EXO-DRILLS,87.25
1761,"11NR Int RH 48-16 TPI Partial Prof 60° Laydown Thread Ins KC5010, TiAlN, 1/4"" Inscribed Circle",2222248,,,MSC,1724414,KENNAMETAL (INDEXABLE),18.32
1762,64 Degree Form Drill (03-0021),03-0021 (Primary),DRILL,,Central,03-0021,Primary,0
1763,"0.5000 142° Point, Solid Carbide, 3"" Overall Length, Spotting Drill",44850550,,,MSC,34124,KEO CUTTERS INC.,47.32
1764,1.421 1.421-24 Tap,9-0003 (Cheboygan),TAPS,,Central,9-0003,Cheboygan,0
1765,"1.3125 1.3125-28 Tap, Extended Length",9-0002 (Cheboygan),TAPS,,Central,9-0002,Cheboygan,0
1766,"04-0017, Form Reamer, Tracker",04-0017,REAMER,,Central,04-0017,Accuromm,0
1767,"0.2756 7.00mm WXS 140D Exopro Carbide Drill, Inconel",55475917,,,MSC,595027611,OSG,104.7
1768,XCMT073106ER-DN CK110 CARB DRILL INSERT,55705081,,,MSC,7823267,OSG (INDEXABLE),10.47
1769,0.8750 7/8-28 Thread Plug Tap,66556747,,,MSC,JY66556747,INTERSTATE THREADING (W)(APO),58.22
1770,0.0860 Standard Point Drill (Deburr),AC50144P (Prod Tool),DRILL,,Central,AC50144P,Production Tool,0
1771,0.4685 11.90mm Solid Carbide Drill,48818942,,,MSC,8691190,OSG EXO-DRILLS,169.18
1772,16ER External Right Hand 48-8 TPI Partial Profile 60° Laydown Threading Insert,679977,,,MSC,1679780,KENNAMETAL (INDEXABLE),21.53
1773,"Insert, 14 mm Capto C4 Drill, P, Ti/SS",54955331,,,MSC,5962708,SANDVIK COROMANT,12.36
1774,"Insert, 14 mm Capto C4 Drill, C, Ti/SS",52071347,,,MSC,5962707,SANDVIK COROMANT,12.71
1775,"Insert, 21 mm Capto C4 Drill, P, Ti/SS",52061041,,,MSC,5765715,SANDVIK COROMANT,17.48
1776,"Insert, 21 mm Capto C4 Drill, C, Ti/SS",52061033,,,MSC,5765720,SANDVIK COROMANT,17.48
1777,CNMG432 MP KC5010 Grade Carbide Turning Insert,79260675,,,MSC,1832295,KENNAMETAL (INDEXABLE),16.13
1778,"EP1004 HD KCPK30 Grade Carbide Mill Insert – TiN/TiCN/Al2O3 Coat, 0.148"" Thick, 0.016"" Rad",77459105,,,MSC,3641783,KENNAMETAL (INDEXABLE),14.54
1779,DFR030204 GD KCU25 Grade Carbide Indexable Insert Drill,58498478,,,MSC,5067312,KENNAMETAL (INDEXABLE),14.2
1780,"0.7500 Solid Carbide End Mill, 4"" LOC, 6.25 OAL, TiAlN, 35 Helix, Center Cutting",53416491,,,MSC,VG441-7511,OSG INC (HYPRO CARB EMS),245.12
1781,"0.7500 1-5/8"" LOC, 2 Flute HSS Ball End Mill, Uncoated, 37 deg helix",2478683,,,MSC,E111004802,HERTEL (HSS FINISHERS) (APO),59.54
1782,"2.5000 x 1/4"" Width of Cut, 12 Teeth, Cobalt T-Slot Cutter",6210017,,,MSC,STC2004,INTERSTATE (SH),448.65
1783,"0.5938 130° Point Bright Finish Cobalt Jobber Drill, Through Coolant, Bright",58602947,,,MSC,9.01E+12,GUHRING INC,177.02
1784,"0.2992 7.6mm, 140° Point Angle, Spiral Flute, Drill, SC, WXL Coated, 38mm Flute, 94mm OAL",36462554,,,MSC,8665760,OSG EXO-DRILLS,104.37
1785,0.5000 1/2-28 Plug Tap H3,65060485,,,MSC,1680900,OSG INC. (TAPS),23.32
1786,"0.1929 4.9mm, 140Â° Point Angle, Spiral Flute,Drill Solid Carbide, WXL Coated, 30mm Flute, 80mm OAL",36464824,,,MSC,8680490,OSG EXO-DRILLS,63.11
1787,"0.2441 6.2mm, 140Â° Point Angle, Spiral Flute, Drill, Solid Carbide, WXL Coated, 31mm Flute, 88mm OAL",36464790,,,MSC,8680620,OSG EXO-DRILLS,77.05
1788,"0.3125 7.94mm, 140Â° Point Angle, Spiral Flute,Drill, Solid Carbide, WXL Coated, 40mm Flute, 94mm OAL",36465334,,,MSC,520031212,OSG EXO-DRILLS,100.36
1789,"EDPT1016 KC725M Carb Milli Insert TiN/TiCN/TiN Coated, Parallelogram, 0.1476"" Thick, 0.063"" Cnr Rad",77459345,,,MSC,3642196,KENNAMETAL (INDEXABLE),11.87
1790,"0.3790 Carbide Tipped 4 Flute Chucking Reamer Straight Fl, 5/16"" Diam Straight, 1-3/4"" Flute, 7"" OAL",82037904,Holemaking,ChuckingReamers,MSC,2400.379,ROCK RIVER (HANNIBAL),63.42
1791,"0.2540 Carbide Tipped 4 Fl Chucking Reamer Straight Fl, 15/64"" Diam Straight, 1-1/2"" Flute, 6"" OAL",82025404,Holemaking,ChuckingReamers,MSC,2400.254,ROCK RIVER (HANNIBAL),59.71
1792,"EP1004 GE KC725M Grade Carb Mill Insert TiN/TiCN/TiN Coated, Diamond, 0.148"" Thick, 0.016"" Cnr Rad",63216436,,,MSC,3779250,KENNAMETAL (INDEXABLE),16.61
1793,"6.0000 Brush, Brass Wheel, 0.005 Filament",75843599,Abrasives,WheelBrushes,MSC,1415,WEILER CO.,67.25
1794,"0.1181 3.00mm End Mill, 4mm LOC, 3 Flute, SC, FireEx, 45 deg Helix, Center Cutting",89478598,,,MSC,9.04E+12,GUHRING (END MILLS),20.17
1795,"0.5000 1/2-28 Tap, Bottoming, H3",65062481,,,MSC,1681000,OSG INC. (TAPS),24.23
1796,"0.2362 6.00mm End Mill, 3 Flute, Al, 45 deg helix, Uncoated",58749813,,,MSC,5621805,ISCAR METALS INC,26.22
1797,"0.4331 11.00mm 120 deg, HSS, TiN, Al, Drill",131235,,,MSC,61610,OSG EXO-DRILLS,61.15
1798,"0.4134 10.50mm 120 deg, HSS, TiN, Al, Drill",131193,,,MSC,61605,OSG EXO-DRILLS,59.08
1799,"0.6299 16.00mm Solid Carbide Drill, 140 deg, TiAlN",46809570,,,MSC,HP255-6299,OSG EXO-DRILLS,218.42
1800,0.0600 1.52mm Profile Boring Bar,GE45UP3706216X,Boring Bar,,Central,UP-37062-16X,Micro100,81.3
1801,0.6693 17.00mm M17x1 Hand Tap,DWTSMT17X1,TAPS,,Central,DWTSMT17X1,Drills and Cutters,27.83
1802,0.0394 1.00mm O-Ring Ucut Boring Bar,GE45RR03912,Boring Bar,,Central,GE45RR03912,Micro100,0
1803,"0.1181 3.00mm N123x2G2 TF 1105 Grade, 0.1181"" Cutting Width, Carbide Grooving Insert",54748538,,,MSC,5735818,SANDVIK COROMANT,29.83
1804,"0.2362 6.00mm 12mm LOC, 4 Fl Carbide Ball EM AlTiN Fin, 63mm OAL, 40° Hel, Spiral Fl, Centercutting",76489954,,,MSC,6/6422364,ACCUPRO (CARBIDE END MILLS),23.63
1805,"0.1654 4.20mm 6.3mm LOC, 6mm Shank, 50mm OAL, 2 Fl Carbide Sq EM WXL Finish, 30° Hel, Centercutting",68644046,,,MSC,3181842,OSG INC. (EXO E/M'S),49.2
1806,"0.7500 19.05mm  Knurl Diameter, 1/2 Inch Wide Face, 30 TPI, HSS Std Shape Knurl",78148301,,,MSC,KRF 230,STAFFORD SPECIAL TOOLS,38.87
1807,"0.3750 9.53mm Carbide 0.03"" Rad, 4 Flute, 4 OAL, 1 LOC, 37 deg helic",87658928,,,MSC,437L3750-030C11,ACCUPRO (PROGRESSIVE EM'S),49.83
1808,11-0032 Gripper Jaws,11-0032 (CSP),MISC ITEMS,,Central,11-0032,,0
1809,40 Degree Form Drill (04-0018),04-0018 (Primary),DRILL,,Central,04-0018,Primary,0
1810,0.3125 7.94mm  X 1 1/4 HEX SOCKET HEAD CAP SCREW,,SCREWS,,Central,91251A585,McMaster-Car,11.33
1811,0.0866 2.20mm OSG Carb 2XD Drill - 5400 140D EXO WD1,81685745,,,,81685745,OSG,40.41
1812,"CARB Drilling Insert (For 1.469"""" KM Drill) DFT06T308HP KCU40",81505182,,,,5066016,,24.88
1813,"0.1250 3.18mm 5 flute single end solid carbide spiral flute corner radius end mill - 1/4"" LOC, 1/8"" shank dia, 1-1/2"" OAL, 38deg helix, right hand cut, right hand flute centercutting",42504084,,,MSC,6502785,ACCUPRO (BMH),22.48
1814,"0.1417 3.60 mm, 140deg point, RH, spiral flute, SC, EgiAs Finish, 22mm flute, 74mm OAL, straight shank, Through coolant",48831879,,,MSC,8690360,OSG EXO-DRILLS,61.2
1815,"6.000 152.40mm OD x 5/8"" Face Width, 5/8 - 11 Arbor Hole Thread, Crimped Stainless Steel Wheel Brush 0.0118"" Filament, 1"" Trim Length, 9000 Max RPM",41778382,Abrasives,WheelBrushes,,13J614,,31.53
1816,"0.2362 6.00mm 4 Flute, SC, 1mm Corner Rad, End Mill, 20mm LOC, 64 OAL",65785149,,,MSC,11123623,"M.A.FORD MFG.CO.,INC.",35.6
1817,"0.3768 9.57mm - ADKT1505 HM IC908 Milling Insert, TiAlN, 0.222 Thick, 0.0315 Corner Rad",6205934,,,MSC,5602360,ISCAR METALS INC,18.22
1818,"0.0787 2.00mm SC Ball Nose End Mill, 2 Flute, Firex, 57mm OAL",58551482,,,MSC,9.04E+12,GUHRING (END MILLS),36.45
1819,"0.0984 2.50mm SC Drill, 140 deg, TiAlN, 15mm Flute, 50mm OAL",48821946,,,MSC,HP243-0984,OSG EXO-DRILLS,16.96
1820,"0.2165 5.50mm SC Drill, Through Coolant, EgiAs, 140 deg, 44mm Flute, 100mm OAL",48804181,,,MSC,8692550,OSG EXO-DRILLS,85.05
1821,"0.0630 1.60mm SC DRILL, 140 DEG, TIALN, 10MM FLUTE, 40MM OAL",48820922,,,MSC,HP243-0630,OSG EXO-DRILLS,17.04
1822,"0.1969 5.00mm M5-0.8 THREAD MILL0.15 DIA, 3 FLUTE, 0.6 LOC",57569592,,,MSC,TMLR5-.8MMELA,"SCIENTIFIC CUTTING TOOLS, INC.",85.1
1823,"0.1250 3.18mm  3 FLUTE END MILL, SC, 1"" LOC, 3"" OAL",5223680,,,MSC,6/434124,ACCUPRO (CARBIDE END MILLS),18.66
1824,"0.1654 4.20mm 140 DEG SC DRILL, TIALN, 24MM FLUTE, 66 OAL, THROUGH COOLANT",46811063,,,MSC,HP253-1654,OSG EXO-DRILLS,40.6
1825,"0.1969 5.00mm SC DRILL, 140 DEG, 44MM FLUTE, TIALN, 82MM OAL",46810032,,,MSC,HP255-1969,OSG EXO-DRILLS,52.25
1826,"0.0945 2.40mm Drill, SC, 135 deg, 21mm Flute, 46mm OAL",55471494,,,MSC,215-0945,OSG EXO-DRILLS,14.68
1827,0.0787 2.00mm M2 Single Point Thread Mill,882119-C3,THREADMILL,,Central,882119-C3,Harvey (Iwen),70.4
1828,"0.1181 3.00mm M3 Thread Mill, Multi-Form, Long Flute",842903-C3,THREADMILL,,Central,842903-C3,Harvey (Iwen),118.09
1829,"0.2500 1/4-20 Tap, 3 Flute, Bottoming, 3B fit, HSS Spiral Flute Tap",70866538,,,MSC,1301900703,OSG INC. (HYPRO),20.34
1830,"0.1250 3.18mm Ball Nose End Mill, Variable Helix, Al",958208-C8,ENDMILLS,,Central,958208-C8,Harvey (Iwen),0
1831,"0.0938 2.38mm 90DEG Drill Mill, SC, 4 Flute",15306-C3,CHAMFERMILL,,Central,15306-C3,Harvey (Iwen),32.3
1832,"0.1563 3.97mm End Mill, 3 Flute, Al, Variable Helix, SC, Center Cutting",968810-C8,ENDMILLS,,Central,968810-C8,Harvey (Iwen),27.84
1833,"0.1969 5.00mm -0.8 Multi Flute Thread Mill, 0.504 LOC, 3 Flute, AlTiN",842911-C3,THREADMILL,,Central,842911-C3,Harvey,0
1834,"0.1575 4.00mm -0.70 Multi Form Thread Mill, 0.276 LOC, 3 Flute, AlTiN",16907-C3,THREADMILL,,Central,16907-C3,Harvey,0
1835,"0.2362 6.00mm Ball Nose End Mill, 4 Flute, SC, AlTiN, Centercutting, 40 deg helix, spiral flute",76489749,,,MSC,6/6412364,ACCUPRO (CARBIDE END MILLS),27.43
1836,"0.1299 3.30mm 140° Point Drill Solid Carbide, TiAlN Finish, 20mm Flute, 62mm OAL, Through Coolant",46811345,,,MSC,HP253-1299,OSG EXO-DRILLS,39.39
1837,"0.1772 4.50mm 140° Point Solid Carbide Drill TiAlN Finish, 36mm Flute, 74mm OALThrough Coolant",89650428,,,MSC,HP255-1772,OSG INC. (HYPRO),52.38
1838,0.0787 2.00mm M2x0.4 2 Flute Spiral Point Hand Tap,ER80B3002040,TAPS,,Central,ER80B3002040,Rapidkut (Prod Tool),0
1839,0.1875 4.76mm 60DEG Mill 0.625 LOC 2 Flute,991712-C3,CHAMFERMILL,,Central,991712-C3,Harvey,0
1840,"0.1181 3.00mm NG123-003 Grade 1125, Corocut, Carbide Grooving Insert, 0.012 corner rad, 0.728"" DOC",52484920,,,MSC,5735820,SANDVIK COROMANT,30.74
1841,"0.5000 12.70mm Body Diam, 7/32"" Point Diam x 7/32"" Point Length, 3"" OAL, Right Hand Cut, #6 Plain Cut, 60° Incl Angle, High Speed Steel Combo Drill & Countersink",1031368,,,MSC,10600,KEO CUTTERS INC.,17.86
1842,"0.5000 12.70mm 1/2 x 1/2 x 2 x 4 0.030 corner rad End Mill, 5 Flute, AlTiCrN, Solid Carbide",42515171,,,MSC,6503069,ACCUPRO (BMH),81.86
1843,"0.2362 6.00mm -1.0 Multi Flute Thread Mill, 0.500 LOC, 3 Flute, AlTiN",16917-C3,THREADMILL,,Central,16917-C3,Harvey,0
1844,"0.2559 6.50mm Ball Nose End Mill, SC, 2 Flute, 14mm LOC, TiAlN, 8mm shank",82373879,,,MSC,HP416-2559,OSG,63.12
1845,"0.1772 4.50mm Ball Nose End Mill, SC, 4 Flute, 16mm LOC, TiCN, 6mm shank",1217876,,,MSC,6/6411772,Accupro,23.67
1846,"0.2402 6.10mm SC Drill, 87mm Flute, 140mm OAL,Through Coolant, EgiAs Finish",48877450,,,MSC,8710610,OSG,145.51
1847,"0.2402 6.10mm SC Drill, 34mm Flute, 79mm OAL, EgiAs Finish",48830996,,,MSC,8670610,OSG,52.02
1848,"0.1875 4.76mm 1-1/4"" LOC, 3/16"" Shank Diam, 3"" OAL, 4 Flute  SC Sq End Mill Firex, 30 deg helix, Extra Long",58535410,,,MSC,9.03E+12,GUHRING (END MILLS),32.44
1849,"0.1575 4.00mm N123H Grade 1105 4mm Carbide Groove Insert 24.4mm DOC, Neutral, 0.2mm Corner Rad, TiAlN2 Fini",64673692,,,MSC,5735967,SANDVIK COROMANT,37.05
1850,"0.1575 4.00mm N123H Grade 1125 4mm Carbide Groove Insert 24.4mm DOC, Neutral, 0.2mm Corner Rad, TiAlN Fin",58132648,,,MSC,5735968,SANDVIK COROMANT,37.05
1851,"0.0492 1.25mm Thread, 1/4"" Shank Diam, TiAIN Coating, Solide Carbide Straight Flute Thread Mill",60024247,,,,,,0
1852,"0.5000 12.70mm Inscr Circle, 3/16"" Thick, 1/32"" Corner Radius-DNMP432-MF1 Grade 890 Carbide Turning Insert 55 Degree Diamond, ",76698315,,,,,,0
1853,0.1378 3.50mm 140 Degree Point Solid Carbide Jobber Drill,46811725,,,,,,0
1854,0.1772  4.50mm 140 Deg 3 Flute Coolant Through OSG Drill,48803894,,,,,,0
1855,"0.2500 6.35mm 3/4"" Length of Cut, 4 Flute, 90 Degree Point Angle, Solid Carbide Drill Mill",6298822,,,,,,0
1856,"0.09843 2.50mm Diam, 5mm LOC, 4 Flute Solid Carbide Ball Endmill",7338080,,,,,,0
1857,"0.1575  4.00mm Diam, 19mm LOC, 4mm Shank Diam, 57mm OAL, 4 Flute Solid Carbide Square End Mill",55466064,,,,,,0
1858,"0.0938 2.38mm Diam, 3/16"" LOC, 4 Flute Solid Carbide Ball End Mill",9137860,,,,,,0
1859,"0.0938 2.38mm Straight Shank, 0.6250"" Flute Length, 2.2500"" OAL #37 Solid Carbide Chucking Reamer",55447528,Holemaking,ChuckingReamers,,,,0
1900,"0.3858  9.80mm, 140° Point, Solid Carbide, Extra Length Drill Bit – EgiAs Finish, 180mm Flute Length, 240mm OAL, Series 6535",48875678,,,,,,0
1901,"0.2656  6.75mm, 140° Point, Spiral Flute, Solid Carbide Taper Length Drill Bit – EgiAs Finish, 74mm Flute Length, 125mm OAL",48900062,,,,,,0
1902,"0.3858 9.80mm FLAT BOTTOM DRILlS, HSS & COBALT QIA",44398949,,,,,,0
1903,"0.0984 2.50mm Diam, 8mm LOC, 4 Flute Solid Carbide Ball End Mill TiAlN Finish, Single End, 39mm OAL, 3mm Shank Diam, 35° Helix, Spiral Flute",44857456,,,,,,0
1904,"0.3937 10.00mm, 130° Point, Parabolic Flute, High Speed Steel, Extra Length Drill Bit Bright Finish, 185mm Flute Length, 265mm Overall Length, Series 502",85977494,,,,,,0
1905,"0.1094 2.78mm Diam, 3/8"" LOC, 1/8"" Shank Diam, 1-1/2"" OAL, 4 Flute Solid Carbide Square End Mill Single End, AlTiN Finish, Spiral Flute, 30° Helix Angle, Centercutting, Right Hand Cut, Right Hand Flute, Regular Length",1982206,,,,,,0
1906,"0.1260 3.20mm 140° Point, Solid Carbide, Extra Length Drill Bit EgiAs Finish, 80mm Flute Length, 140mm OAL, Series 6540",48899421,,,,,,0
1907,"0.1339  3.40mm 140° Point Solid Carbide Jobber Drill TiAlN Finish, 66mm OAL, 6mm Shank Diam, 28mm Flute Length, 5xD, Through Coolant",46810131,,,,,,0
1908,"0.0400 1.02mm Diam, 0.06"" LOC, 2 Flute Solid Carbide Ball End Mill AlTiN Finish, Single End, 1-1/2"" OAL, 1/8 Shank Diam, 30° Helix, Spiral Flute, Centercutting",52441912,,,,,,0
1909,"0.1181 G2N123x2 TF Grade H13A, 3mm Cutting Width Carbide Grooving Insert Uncoated",62377403,,,,5735815,,0
1910," 0.5000 DNMG430.5 MS KC5010, 0.0079"" Corner Radius, Turning Insert TiAlN Finish, 55° Diamond,",2057727,,,,2244891,,0
1911,"0.2500 6.35mm  Inscr Circle, 0.0938"" Thick, 0.0156"" Corner Radius CCMT21.51 LF Grade K313 Carbide Turning Insert Uncoated, 80° Diamond",8442139,,,,1162187,,0
1912,"0.3750 9.53mm Inscribed Circle, 266 External Right Hand 16 UN Laydown Threading Insert Grade 1125, TiCrAlN/TiAlN Coated Carbide, ",52068178,,,,5781928,,0
1913,"0.3700 9.53mm Inscribed Circle, 266 External Right Hand 8 UN Laydown Threading Insert Grade 1125, TiCrAlN/TiAlN Coated Carbide, ",72820244,,,,5781925,,0
1914,"0.0620 1.57mm Full Radius Groove Tool 0.3750"""" Shank",GE45FR06216,"Clamping,Workholding&Positioning",FingerClamps,,GE45FR06216,,0
1915,"0.1181 3.00mm, 140° Point, Spiral Flute, Solid Carbide Taper Length Drill Bit TiAlN Finish, 34mm Flute Length, 72mm OAL",61721833,,,,,,0
1916,"0-1"""" / 0-25 mm SPI ELEC SCREW THREAD MIC",42626259,,,,,,0
1917,"0.3780 9.60mm Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit",48830673,,,,,,0
1918,"Form Tool, Milling, 60 and 75 Degree Included Angles",09-0004,,,,,,0
1919," 0.3750 9.53mm Inscribed Circle Sandvik Coromant 266 External Right Hand 24 UN Laydown Threading Insert Grade 1135, TiCrAlN/TiN Coated Carbide,",66315433,,,,,,0
1920,"0.1290 3.28mm 6 Flute High Speed Steel Chucking Reamer Straight Shank, Straight Flute",2012904,,,,,,0
1921,"0.1120 #4-40 UNC, 2 Flute, H2, Nitride Finish, Vanadium HSS Spiral Point Tap Plug Chamfer, Right Hand Thread, 1-7/8"" OAL, 9/16"" Thread Length, 0.141"" Shank Diam, 2B Class of Fit, Series 11016",70864301,,,,,,0
1922,"0.1220 3.10mm  Reamer- 0.8750 Flute Length, 4 FL",BD561220  (PRODUCTION TOOL),,,,,,0
1923,"0.1210 3.07mm Reamer- 3.5 Flute Length, 4 FL",BD561210,,,,,,0
1924,"0.1272  3.23mm 6 Flute Solid Carbide Chucking Reamer Straight Shank, Spiral Flute, 2-1/4"" OAL, 19/32"" Flute Length",75678540,Holemaking,ChuckingReamers,,,,0
1925,"0.1270 3.23mm 6 Flute High Speed Steel Chucking Reamer Straight Shank, Straight Flute",2012706,Holemaking,ChuckingReamers,,,,0
1926,0.0472 1.20mm Diameter Mini Carbide Drill,20327-HAR,Holemaking,MicroDrillBits,,,,0
1927,"0.6250 15.88mm Diam, 1-1/4"" LOC, 4 Flute Solid Carbide Ball End Mill AlTiN Finish, Single End, 3-1/2"" OAL, 5/8 Shank Diam, 40° Helix, Spiral Flute, Centercuttin",9137811,,,,,,0
1928,"  0.1969 5.00mm, Vast Probe, D2 L70 ML50 ds1 M5 D11",000000-1261-993,,,,,,0
1929,"0.2000 5.08mm Max Bore-1/4"""" SH-2-1/2"""" OAL - Carbide Boring Tool",44869451,,,MSC,ACC-BB2001000A,ACCUPRO (BORING TOOLS),30.68
1930,"0.0930 2.36mm Ball End Mill, SC, 0.2790 LOC, 0.6250 Reach, 2 Fl",76693-HAR,Holemaking,Countersinks,,,,0
1931,"0.0780 1.98mm Cutter Diameter × 0.2340 Length of Cut × 0.5000 Reach Carbide Square Mini End Mill, 2 Flutes",76278-C3,Holemaking,ExtraLengthDrillBits,,,,0
1932,"0.0469 1.19mm Cutter Diameter 0.1400 Length of Cut 0.3750 Reach Carbide Ball End Mill for Plastic, 2 Flutes",76247-C3,Holemaking,JobberLengthDrillBits,,,,0
1933,"0.0937 2.38mm  Diam, .7500"" LOC, 3 Flute Solid Carbide Ball End Mill Uncoated, Single End, 2.500"" OAL, 1/8"" Shank Diam, Spiral Flute",61726196,,,,,,0
1934,"0.0620 1.57mm Cutter Diameter Ã— 0.1860 LOC Carbide Square EM, 3 Flutes, AlTiN Coated",82411414,,,MSC,12181853,ACCUPRO (CARBIDE END MILLS),12.9
1935,"0.1180 3.00mm D x 0.0300"" R STB CRAD EM, 4 FL, AlTiN",892405-C3,Holemaking,MicroDrillBits,,,,0
1936,"0.0800 2.03mm  DIA PH SOLID DRILL, 5x LOF AlTiN",BVT0800-C3,Holemaking,MicroDrillBits,,,,0
1937,"0.0469 1.19mm , 0.3750 LOC, 0.1250 Shank Diam, 2.5000"" OAL, 3 Flute, Solid Carbide Square End Mill",62778402,,,,,,0
1939," 0.0689 1.75mm Pitch, Internal Single Profile Thread Mill 7/16"" 11.11mm Noml Diam, 0.354"" Cut Diam, 3/8"" Shank Diam, 5 Flute, 1-9/16"" Neck Length, 3"" OAL, TiCN Finish, 14 to 28 TPI",51535375,,,,,,0
1940,"0.0760 1.93mm Wire, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Vanadium High Speed Steel, TiN Finish, 12mm Flute Length, 44mm OAL, Straight Shank",89412589,,,,,,0
1941,"0.4724 12mm x1.75 Thread, 0.3750"" Shank Diam, AlTiN+ Coating, Solid Carbide Straight Flute Thread Mill 4 Flutes, 3-1/2"" OAL, M12 Min Noml Diamter",6071773,,,,,,0
1942,"0.5000 12.70mm  Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit – Solid Carbide, Multilayer TiAlN Finish, 2.3622"" Flute Length, 4.2126"" OAL, Straight Shank, Through Coolant",58513391,,,,,,133.98
1943,"0.4843 12.30mm Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit – Solid Carbide, EgiAs Finish, 62mm Flute Length, 128mm OAL, Straight Shank, Through Coolant",48821219,,,,,,175.95
1944,"0.4016 10.20mm Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Solid Carbide, EgiAs Finish, 51mm Flute Length, 113mm OAL, Straight Shank, Through Coolant",48819585,,,,,,149.45
1945,"0.3976 10.10mm Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit – Solid Carbide, EgiAs Finish, 51mm Flute Length, 113mm OAL, Straight Shank, Through Coolant",48820278,,,,,,144.26
1946,"0.3976 10.10mm Diam, 140° Point, Screw Machine Length Drill Bit Solid Carbide, TiAlN Finish, 55mm Flute Length, 102mm OAL, Through Coolant",46810529,,,,,,117.65
1947,"0.2953 7.50mm Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit – Solid Carbide, EgiAs Finish, 38mm Flute Length, 94mm OAL, Straight Shank, Through Coolant",48818850,,,,,,98.71
1948,"0.2008 5.10mm Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Solid Carbide, EgiAs Finish, 26mm Flute Length, 82mm OAL, Straight Shank, Through Coolant",48831382,,,,,,77.86
1949,"0.1732 4.40mm Diam, 140° Point, Right Hand Cut, Spiral Flute, Screw Machine Length Drill Bit Solid Carbide, EgiAs Finish, 27mm Flute Length, 80mm OAL, Straight Shank, Through Coolant",48819353,,,,,,0
